Provider,num_claims,total_reimbursed,avg_reimbursed,num_beneficiaries,z_total,z_avg,z_claims,flagged_zscore,iso_flag,flagged_isoforest,PotentialFraud
PRV52846,241,2117010,8784.273858921162,222,7.495527366632543,2.021609956379555,0.5058831803043384,True,-1,True,Yes
PRV52859,911,287930,316.059275521405,441,0.688681824357309,-0.40888585623558044,2.96521421970908,True,-1,True,No
PRV52884,707,237930,336.53465346534654,213,0.502608893094728,-0.40300913690302864,2.216402977860472,True,1,False,Yes
PRV52903,200,1568110,7840.55,191,5.452818727231929,1.750748033268956,0.3553868032661379,True,-1,True,Yes
PRV52972,17,220000,12941.176470588236,14,0.4358831399439664,3.2146990416409644,-0.31634092839217204,True,1,False,No
PRV52978,5,59000,11800.0,5,-0.16327169872154446,2.8871654622892127,-0.3603886485009137,True,1,False,No
PRV52979,6,68000,11333.333333333334,6,-0.12977857109427987,2.7532256136883246,-0.35671800515851854,True,1,False,No
PRV52985,1403,1720120,1226.0299358517464,500,6.018517652856427,-0.14771157235866011,4.771170744167487,True,-1,True,Yes
PRV52989,177,882590,4986.38418079096,138,2.9016844104494375,0.9315625953260515,0.2709620063910498,True,-1,True,Yes
PRV53000,703,200250,284.850640113798,469,0.3623843320952469,-0.4178431703102987,2.201720404490892,True,-1,True,No
PRV53033,2,75000,37500.0,1,-0.10372836071751852,10.263424267380982,-0.3714005785280991,True,-1,True,No
PRV53061,1,9000,9000.0,1,-0.34934462998412547,2.0835263706838836,-0.3750712218704942,True,1,False,No
PRV53095,4,36100,9025.0,4,-0.24849310123980656,2.090701719716074,-0.3640592918433088,True,1,False,No
PRV53114,29,364680,12575.172413793103,22,0.9743037738453708,3.1096507674528553,-0.2722932082834304,True,1,False,Yes
PRV53135,7,68000,9714.285714285714,6,-0.12977857109427987,2.288536343032182,-0.3530473618161234,True,1,False,No
PRV53220,5,110000,22000.0,5,0.02652269116628818,5.814707867422911,-0.3603886485009137,True,-1,True,No
PRV53236,9,96000,10666.666666666666,8,-0.025577729587234505,2.561882972829913,-0.3457060751313331,True,1,False,No
PRV53242,259,1176290,4541.660231660232,209,3.9946768086858384,0.8039206130065683,0.5719547604674509,True,-1,True,Yes
PRV53266,257,974110,3790.3112840466924,228,3.2422723038324657,0.5882729752427237,0.5646134737826607,True,-1,True,Yes
PRV53269,456,1045640,2293.0701754385964,357,3.508468239296714,0.15854387365845013,1.2950714989192929,True,-1,True,Yes
PRV53336,3,34000,11333.333333333334,3,-0.25630816435283493,2.7532256136883246,-0.36772993518570396,True,1,False,No
PRV53379,11,153000,13909.09090909091,10,0.18654541205210784,3.492503998823097,-0.33836478844654283,True,1,False,Yes
PRV53385,1037,1362570,1313.953712632594,418,4.68791012139771,-0.12247622089342078,3.427715280850867,True,-1,True,Yes
PRV53394,1215,785420,646.4362139917696,368,2.5400702758337372,-0.3140630624071256,4.081089795797202,True,-1,True,No
PRV53397,14,122270,8733.57142857143,14,0.07218498849812556,2.0070576509979685,-0.32735285841935746,True,1,False,Yes
PRV53401,303,1143010,3772.3102310231025,275,3.8708266656374644,0.5831064217070747,0.733463067532837,True,-1,True,Yes
PRV53421,129,999910,7751.240310077519,110,3.3382859363639574,1.7251149053829355,0.09477112595608324,True,-1,True,Yes
PRV53461,36,425080,11807.777777777777,32,1.1990798748105687,2.8893977930992274,-0.24659870488666444,True,1,False,Yes
PRV53509,1,15000,15000.0,1,-0.32701587823261574,3.8056101384095884,-0.3750712218704942,True,1,False,No
PRV53513,2,18000,9000.0,2,-0.3158515023568609,2.0835263706838836,-0.3714005785280991,True,1,False,No
PRV53515,1,14000,14000.0,1,-0.3307373368578674,3.518596177121971,-0.3750712218704942,True,1,False,No
PRV53591,6,70000,11666.666666666666,6,-0.12233565384377663,2.8488969341175303,-0.35671800515851854,True,1,False,No
PRV53598,8,70000,8750.0,8,-0.12233565384377663,2.0117728803619794,-0.34937671847372825,True,1,False,No
PRV53623,894,245450,274.5525727069351,395,0.5305942619566202,-0.42079885943034934,2.9028132828883626,True,-1,True,Yes
PRV53667,9,155000,17222.222222222223,8,0.1939883293026111,4.443418941270961,-0.3457060751313331,True,1,False,No
PRV53668,16,141200,8825.0,16,0.14263220027413873,2.0332989274585507,-0.3200115717345672,True,1,False,Yes
PRV53670,1173,322450,274.89343563512364,788,0.8171465761009948,-0.4207010270110738,3.926922775416606,True,-1,True,Yes
PRV53675,297,747680,2517.4410774410776,276,2.399622427316741,0.2229414550398581,0.7114392074784661,True,-1,True,No
PRV53677,562,773150,1375.711743772242,172,2.4944079785019,-0.10475080373470637,1.6841596932131773,True,-1,True,Yes
PRV53679,826,283020,342.6392251815981,667,0.6704094625073235,-0.40125703959278297,2.653209535605493,True,-1,True,No
PRV53692,244,1397600,5727.868852459016,216,4.818272817040275,1.1443790481755485,0.5168951103315239,True,-1,True,Yes
PRV53697,114,879270,7712.894736842105,100,2.8893291678136017,1.714109190510795,0.039711475820156196,True,-1,True,No
PRV53700,913,220320,241.31434830230012,454,0.4370740067040469,-0.4303386938828904,2.9725555063938702,True,-1,True,No
PRV53702,1010,289070,286.2079207920792,729,0.6929242871900958,-0.41745361180624607,3.3286079106061983,True,-1,True,No
PRV53706,473,2831940,5987.188160676533,445,10.156109781583682,1.2188073100654224,1.35747243574001,True,-1,True,Yes
PRV53712,237,1882420,7942.700421940928,203,6.622510387734765,1.780066630517423,0.4912006069347579,True,-1,True,Yes
PRV53750,1245,353470,283.9116465863454,380,0.9325862226563002,-0.41811267456223633,4.191209096069056,True,-1,True,No
PRV53762,618,1082730,1751.990291262136,557,3.6464971397072965,0.0032463927279189875,1.8897157203873052,True,-1,True,Yes
PRV53763,58,739000,12741.379310344828,57,2.367320166449557,3.157354467225487,-0.16584455135397144,True,-1,True,Yes
PRV53769,377,1685180,4469.9734748010615,354,5.8884898884901355,0.7833455129485555,1.005090674870077,True,-1,True,Yes
PRV53770,253,849520,3357.786561264822,239,2.778615773712366,0.4641323412022704,0.5499309004130801,True,-1,True,No
PRV53773,567,175830,310.1058201058201,531,0.27150631246660234,-0.41059458105775665,1.7025129099251528,False,-1,True,No
PRV53781,393,963190,2450.8651399491096,371,3.201633975644718,0.20383323149385155,1.0638209683483992,True,-1,True,Yes
PRV53786,1382,715760,517.9160636758321,538,2.2808334679987095,-0.3509501398545829,4.694087233977189,True,-1,True,Yes
PRV53790,493,642230,1302.6977687626775,470,2.0071946152839577,-0.1257068339315566,1.430885302587913,True,-1,True,Yes
PRV53797,4739,1303600,275.0791306182739,2020,4.468455706266623,-0.42064772995836863,17.01643693439766,True,-1,True,Yes
PRV53799,753,306440,406.95883134130145,676,0.7575660235107164,-0.382796414640427,2.3852525716106485,True,-1,True,No
PRV53808,493,1927250,3909.2292089249495,468,6.789343377904795,0.6224040799301356,1.430885302587913,True,-1,True,Yes
PRV53857,10,140000,14000.0,10,0.13816644992383678,3.518596177121971,-0.34203543178893797,True,1,False,No
PRV53865,6,60000,10000.0,6,-0.15955024009629282,2.370540331971501,-0.35671800515851854,True,1,False,No
PRV53871,1220,272730,223.54918032786884,531,0.6321156532534843,-0.43543754511617183,4.099443012509177,True,-1,True,No
PRV53884,269,1039970,3866.059479553903,226,3.4873675688915373,0.6100137648956372,0.6086611938914023,True,-1,True,Yes
PRV53895,1273,401380,315.30243519245874,576,1.1108813053921052,-0.4091030799764535,4.293987109656119,True,-1,True,Yes
PRV53900,789,201850,255.83016476552598,317,0.3683386658956495,-0.4261724518984559,2.5173957319368734,True,1,False,Yes
PRV53918,3588,1014510,282.75083612040135,1709,3.392619232292631,-0.418445843372371,12.79152644730086,True,-1,True,Yes
PRV53921,768,322230,419.5703125,498,0.8163278552034395,-0.3791767434753648,2.4403122217465754,True,-1,True,No
PRV53932,304,920140,3026.7763157894738,283,3.0414251818276354,0.3691277794216041,0.737133710875232,True,-1,True,No
PRV53938,111,653670,5888.918918918919,89,2.0497681019568366,1.1906026657158395,0.028699545792970786,True,1,False,Yes
PRV53958,713,475260,666.5638148667601,340,1.385822668625695,-0.30828615994877845,2.238426837914843,True,-1,True,No
PRV53959,214,896830,4190.794392523365,202,2.9546779812730204,0.703217218635392,0.40677581005966984,True,-1,True,Yes
PRV53961,129,811460,6290.387596899225,124,2.6369770584352894,1.3058297813158697,0.09477112595608324,True,-1,True,Yes
PRV53970,4,65200,16300.0,4,-0.1401986552449844,4.178728288083491,-0.3640592918433088,True,1,False,No
PRV54052,6,75000,12500.0,6,-0.10372836071751852,3.0880752351905447,-0.35671800515851854,True,1,False,No
PRV54056,21,197000,9380.952380952382,15,0.3502895915631791,2.192865022602976,-0.3016583550225915,True,1,False,Yes
PRV54059,18,172000,9555.555555555555,18,0.25725312593188865,2.2429785713992265,-0.3126702850497769,True,1,False,No
PRV54060,16,164000,10250.0,16,0.22748145692987568,2.4422938222934056,-0.3200115717345672,True,1,False,No
PRV54070,1467,393990,268.56850715746424,1177,1.0833797261514957,-0.4225163697883077,5.0060919180807755,True,-1,True,Yes
PRV54075,1519,697520,459.1968400263331,910,2.21295406267412,-0.3678033768379591,5.196965371885323,True,-1,True,Yes
PRV54081,14,135200,9657.142857142857,13,0.120303448522629,2.272135545244318,-0.32735285841935746,True,1,False,No
PRV54200,13,173090,13314.615384615385,13,0.2613095158334129,3.3218812236548425,-0.3310235017617526,True,1,False,No
PRV54202,10,137000,13700.0,10,0.12700207404808192,3.432491988735686,-0.34203543178893797,True,1,False,No
PRV54204,4,62200,15550.0,4,-0.15136303112073926,3.963467817117778,-0.3640592918433088,True,1,False,No
PRV54258,238,1217250,5114.495798319328,201,4.147107753976145,0.9683324181598325,0.49487125027715306,True,-1,True,Yes
PRV54297,8,168000,21000.0,7,0.24236729143088215,5.527693906135293,-0.34937671847372825,True,-1,True,Yes
PRV54298,3,38000,12666.666666666666,3,-0.2414223298518285,3.135910895405148,-0.36772993518570396,True,1,False,No
